PIN,complete,date,calendar_time,timestamp,location,stage,commit,version,block,item,food_item,correct,belief_strength
'00043',y,07-08-2020,09:43:00,24171,United States,VVR3,5b501e4,F,2,1,TT.png,y,3.72
'00043',y,07-08-2020,09:43:01,25909,United States,VVR3,5b501e4,F,2,2,MM.png,y,4.28
'00044',y,07-08-2020,09:39:17,9409,India,VVR1,5b501e4,I,1,1,BBQ.png,y,8.98
'00044',y,07-08-2020,09:39:19,11066,India,VVR1,5b501e4,I,1,2,TT.png,y,4.34
'00044',y,07-08-2020,09:39:28,20489,India,VVR1,5b501e4,I,2,1,TT.png,y,4.20
'00044',y,07-08-2020,09:39:30,22033,India,VVR1,5b501e4,I,2,2,BBQ.png,y,4.64
'00044',y,07-08-2020,09:40:59,11161,India,VVR2,5b501e4,I,1,1,BBQ.png,y,1.84
'00044',y,07-08-2020,09:41:01,12891,India,VVR2,5b501e4,I,1,2,TT.png,y,7.40
'00044',y,07-08-2020,09:41:10,22378,India,VVR2,5b501e4,I,2,1,TT.png,y,8.20
'00044',y,07-08-2020,09:41:12,23925,India,VVR2,5b501e4,I,2,2,BBQ.png,y,8.24
'00044',y,07-08-2020,09:42:39,9463,India,VVR3,5b501e4,I,1,1,TT.png,y,8.20
'00044',y,07-08-2020,09:42:41,11080,India,VVR3,5b501e4,I,1,2,BBQ.png,y,2.00
'00044',y,07-08-2020,09:42:52,22156,India,VVR3,5b501e4,I,2,1,TT.png,y,6.82
'00044',y,07-08-2020,09:42:54,23798,India,VVR3,5b501e4,I,2,2,BBQ.png,y,7.66
'00045',y,07-08-2020,09:38:33,11141,India,VVR1,5b501e4,G,1,1,BBQ.png,y,6.02
'00045',y,07-08-2020,09:38:34,12692,India,VVR1,5b501e4,G,1,2,MM.png,y,8.68
'00045',y,07-08-2020,09:38:44,21826,India,VVR1,5b501e4,G,2,1,MM.png,y,7.46
'00045',y,07-08-2020,09:38:45,23375,India,VVR1,5b501e4,G,2,2,BBQ.png,y,2.66
'00045',y,07-08-2020,09:40:14,11126,India,VVR2,5b501e4,G,1,1,BBQ.png,y,4.62
'00045',y,07-08-2020,09:40:16,12676,India,VVR2,5b501e4,G,1,2,MM.png,y,4.14
'00045',y,07-08-2020,09:40:27,23842,India,VVR2,5b501e4,G,2,1,MM.png,y,3.80
'00045',y,07-08-2020,09:40:29,25448,India,VVR2,5b501e4,G,2,2,BBQ.png,y,1.58
'00045',y,07-08-2020,09:41:58,11144,India,VVR3,5b501e4,G,1,1,BBQ.png,y,5.98
'00045',y,07-08-2020,09:42:00,12694,India,VVR3,5b501e4,G,1,2,MM.png,y,3.20
'00045',y,07-08-2020,09:42:11,23980,India,VVR3,5b501e4,G,2,1,MM.png,y,5.02
'00045',y,07-08-2020,09:42:12,25562,India,VVR3,5b501e4,G,2,2,BBQ.png,y,8.46
'00046',y,07-08-2020,09:39:29,11467,United States,VVR1,5b501e4,K,1,1,TT.png,y,3.52
'00046',y,07-08-2020,09:39:31,13034,United States,VVR1,5b501e4,K,1,2,MM.png,y,1.56
'00046',y,07-08-2020,09:39:40,22581,United States,VVR1,5b501e4,K,2,1,TT.png,y,3.36
'00046',y,07-08-2020,09:39:42,24131,United States,VVR1,5b501e4,K,2,2,MM.png,y,2.32
'00046',y,07-08-2020,09:41:09,9600,United States,VVR2,5b501e4,K,1,1,TT.png,y,7.60
'00046',y,07-08-2020,09:41:11,11288,United States,VVR2,5b501e4,K,1,2,MM.png,y,1.06
'00046',y,07-08-2020,09:41:20,20503,United States,VVR2,5b501e4,K,2,1,MM.png,y,1.84
'00046',y,07-08-2020,09:41:22,22052,United States,VVR2,5b501e4,K,2,2,TT.png,y,3.02
'00046',y,07-08-2020,09:42:52,11997,United States,VVR3,5b501e4,K,1,1,MM.png,y,1.74
'00046',y,07-08-2020,09:42:54,13643,United States,VVR3,5b501e4,K,1,2,TT.png,y,1.80
'00046',y,07-08-2020,09:43:06,25765,United States,VVR3,5b501e4,K,2,1,MM.png,y,4.42
'00046',y,07-08-2020,09:43:08,27585,United States,VVR3,5b501e4,K,2,2,TT.png,y,7.52
'00047',y,07-08-2020,09:39:08,10240,United States,VVR1,5b501e4,G,1,1,BBQ.png,y,2.22
'00047',y,07-08-2020,09:39:10,11943,United States,VVR1,5b501e4,G,1,2,MM.png,y,7.60
'00047',y,07-08-2020,09:39:19,21582,United States,VVR1,5b501e4,G,2,1,BBQ.png,y,9.20
'00047',y,07-08-2020,09:39:21,23310,United States,VVR1,5b501e4,G,2,2,MM.png,y,4.94
'00047',y,07-08-2020,09:40:48,8120,United States,VVR2,5b501e4,G,1,1,MM.png,y,7.36
'00047',y,07-08-2020,09:40:49,9670,United States,VVR2,5b501e4,G,1,2,BBQ.png,y,5.82
'00047',y,07-08-2020,09:41:00,20965,United States,VVR2,5b501e4,G,2,1,MM.png,y,7.86
'00047',y,07-08-2020,09:41:02,22966,United States,VVR2,5b501e4,G,2,2,BBQ.png,y,2.84
'00047',y,07-08-2020,09:42:32,11223,United States,VVR3,5b501e4,G,1,1,MM.png,y,6.00
'00047',y,07-08-2020,09:42:34,12806,United States,VVR3,5b501e4,G,1,2,BBQ.png,y,8.02
'00047',y,07-08-2020,09:42:42,21636,United States,VVR3,5b501e4,G,2,1,MM.png,y,3.36
'00047',y,07-08-2020,09:42:45,23893,United States,VVR3,5b501e4,G,2,2,BBQ.png,y,9.58
'00048',y,07-08-2020,09:38:13,10170,United States,VVR1,5b501e4,F,1,1,MM.png,y,2.28
'00048',y,07-08-2020,09:38:15,11721,United States,VVR1,5b501e4,F,1,2,TT.png,y,4.74
'00048',y,07-08-2020,09:38:24,20880,United States,VVR1,5b501e4,F,2,1,MM.png,y,8.16
'00048',y,07-08-2020,09:38:25,22431,United States,VVR1,5b501e4,F,2,2,TT.png,y,1.62
'00048',y,07-08-2020,09:39:54,10110,United States,VVR2,5b501e4,F,1,1,TT.png,y,2.36
'00048',y,07-08-2020,09:39:55,11661,United States,VVR2,5b501e4,F,1,2,MM.png,y,2.22
'00048',y,07-08-2020,09:40:04,20793,United States,VVR2,5b501e4,F,2,1,MM.png,y,6.62
'00048',y,07-08-2020,09:40:06,22342,United States,VVR2,5b501e4,F,2,2,TT.png,y,1.16
'00048',y,07-08-2020,09:41:35,11130,United States,VVR3,5b501e4,F,1,1,MM.png,y,8.12
'00048',y,07-08-2020,09:41:37,12714,United States,VVR3,5b501e4,F,1,2,TT.png,y,4.12
'00048',y,07-08-2020,09:41:48,23960,United States,VVR3,5b501e4,F,2,1,MM.png,y,8.00
'00048',y,07-08-2020,09:41:50,25527,United States,VVR3,5b501e4,F,2,2,TT.png,y,4.92
'00049',y,07-08-2020,09:39:29,9406,United States,VVR1,5b501e4,G,1,1,MM.png,y,7.50
'00049',y,07-08-2020,09:39:30,10992,United States,VVR1,5b501e4,G,1,2,BBQ.png,y,6.40
'00049',y,07-08-2020,09:39:43,23689,United States,VVR1,5b501e4,G,2,1,BBQ.png,y,8.20
'00049',y,07-08-2020,09:39:45,25236,United States,VVR1,5b501e4,G,2,2,MM.png,y,1.02
'00049',y,07-08-2020,09:41:13,10459,United States,VVR2,5b501e4,G,1,1,BBQ.png,y,4.42
'00049',y,07-08-2020,09:41:15,12011,United States,VVR2,5b501e4,G,1,2,MM.png,y,4.96
'00049',y,07-08-2020,09:41:27,24275,United States,VVR2,5b501e4,G,2,1,BBQ.png,y,5.74
'00049',y,07-08-2020,09:41:29,25823,United States,VVR2,5b501e4,G,2,2,MM.png,y,5.30
'00049',y,07-08-2020,09:42:58,11058,United States,VVR3,5b501e4,G,1,1,BBQ.png,y,2.80
'00049',y,07-08-2020,09:43:00,13007,United States,VVR3,5b501e4,G,1,2,MM.png,y,4.82
'00049',y,07-08-2020,09:43:10,23034,United States,VVR3,5b501e4,G,2,1,BBQ.png,y,5.62
'00049',y,07-08-2020,09:43:12,24956,United States,VVR3,5b501e4,G,2,2,MM.png,y,1.98
'00050',y,07-08-2020,09:39:23,8377,India,VVR1,5b501e4,K,1,1,MM.png,y,7.68
'00050',y,07-08-2020,09:39:24,10063,India,VVR1,5b501e4,K,1,2,TT.png,y,9.64
'00050',y,07-08-2020,09:39:34,19538,India,VVR1,5b501e4,K,2,1,MM.png,y,7.04
'00050',y,07-08-2020,09:39:35,21107,India,VVR1,5b501e4,K,2,2,TT.png,y,2.54
'00050',y,07-08-2020,09:41:05,11408,India,VVR2,5b501e4,K,1,1,TT.png,y,6.30
'00050',y,07-08-2020,09:41:06,13018,India,VVR2,5b501e4,K,1,2,MM.png,y,7.64
'00050',y,07-08-2020,09:41:18,24388,India,VVR2,5b501e4,K,2,1,MM.png,y,6.40
'00050',y,07-08-2020,09:41:19,25953,India,VVR2,5b501e4,K,2,2,TT.png,y,8.50
'00050',y,07-08-2020,09:42:49,11050,India,VVR3,5b501e4,K,1,1,MM.png,y,2.72
'00050',y,07-08-2020,09:42:51,12746,India,VVR3,5b501e4,K,1,2,TT.png,y,9.26
'00050',y,07-08-2020,09:43:00,22202,India,VVR3,5b501e4,K,2,1,MM.png,y,8.32
'00050',y,07-08-2020,09:43:02,24029,India,VVR3,5b501e4,K,2,2,TT.png,y,4.48
'00051',y,07-08-2020,09:39:21,9438,United States,VVR1,5b501e4,A,1,1,BBQ.png,y,6.10
'00051',y,07-08-2020,09:39:23,11001,United States,VVR1,5b501e4,A,1,2,MM.png,y,5.14
'00051',y,07-08-2020,09:39:31,19439,United States,VVR1,5b501e4,A,2,1,MM.png,y,7.64
'00051',y,07-08-2020,09:39:33,21043,United States,VVR1,5b501e4,A,2,2,BBQ.png,y,7.90
'00051',y,07-08-2020,09:41:01,10593,United States,VVR2,5b501e4,A,1,1,BBQ.png,y,7.22
'00051',y,07-08-2020,09:41:03,12456,United States,VVR2,5b501e4,A,1,2,MM.png,y,3.84
'00051',y,07-08-2020,09:41:16,24995,United States,VVR2,5b501e4,A,2,1,BBQ.png,y,4.90
'00051',y,07-08-2020,09:41:17,26544,United States,VVR2,5b501e4,A,2,2,MM.png,y,1.78
'00051',y,07-08-2020,09:42:46,10528,United States,VVR3,5b501e4,A,1,1,MM.png,y,6.84
'00051',y,07-08-2020,09:42:48,12319,United States,VVR3,5b501e4,A,1,2,BBQ.png,y,2.30
'00051',y,07-08-2020,09:42:58,21901,United States,VVR3,5b501e4,A,2,1,MM.png,y,4.18
'00051',y,07-08-2020,09:43:00,23885,United States,VVR3,5b501e4,A,2,2,BBQ.png,y,7.60
