PIN,complete,date,calendar_time,timestamp,location,timezone,stage,commit,version,block,interval,event_type,event_raw,event_converted
'00001',y,30-07-2020,12:23:30,292686,local,local,VVR_2,dcfd592,B,3,18,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:33,295092,local,local,VVR_2,dcfd592,B,3,18,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:23:33,295190,local,local,VVR_2,dcfd592,B,3,19,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:33,295190,local,local,VVR_2,dcfd592,B,3,19,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:33,295192,local,local,VVR_2,dcfd592,B,3,19,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:35,297593,local,local,VVR_2,dcfd592,B,3,19,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:23:35,297695,local,local,VVR_2,dcfd592,B,3,20,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:23:35,297696,local,local,VVR_2,dcfd592,B,3,20,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:23:35,297698,local,local,VVR_2,dcfd592,B,3,20,key release,37,leftarrow key released
'00001',y,30-07-2020,12:23:38,300095,local,local,VVR_2,dcfd592,B,3,20,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:23:38,300200,local,local,VVR_2,dcfd592,B,3,21,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:38,300201,local,local,VVR_2,dcfd592,B,3,21,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:38,300202,local,local,VVR_2,dcfd592,B,3,21,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:40,NA,local,local,VVR_2,dcfd592,B,3,21,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:23:40,302707,local,local,VVR_2,dcfd592,B,3,22,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:40,302707,local,local,VVR_2,dcfd592,B,3,22,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:40,302709,local,local,VVR_2,dcfd592,B,3,22,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:42,304096,local,local,VVR_2,dcfd592,B,3,22,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:23:42,304212,local,local,VVR_2,dcfd592,B,3,23,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:42,304212,local,local,VVR_2,dcfd592,B,3,23,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:42,304214,local,local,VVR_2,dcfd592,B,3,23,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:44,NA,local,local,VVR_2,dcfd592,B,3,23,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:23:44,306717,local,local,VVR_2,dcfd592,B,3,24,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:23:44,306718,local,local,VVR_2,dcfd592,B,3,24,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:23:44,306720,local,local,VVR_2,dcfd592,B,3,24,key release,37,leftarrow key released
'00001',y,30-07-2020,12:23:46,308097,local,local,VVR_2,dcfd592,B,3,24,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:23:46,308222,local,local,VVR_2,dcfd592,B,3,25,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:46,308223,local,local,VVR_2,dcfd592,B,3,25,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:46,308225,local,local,VVR_2,dcfd592,B,3,25,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:48,310598,local,local,VVR_2,dcfd592,B,3,25,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:23:48,310729,local,local,VVR_2,dcfd592,B,3,26,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:23:48,310729,local,local,VVR_2,dcfd592,B,3,26,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:23:48,310731,local,local,VVR_2,dcfd592,B,3,26,key release,37,leftarrow key released
'00001',y,30-07-2020,12:23:51,NA,local,local,VVR_2,dcfd592,B,3,26,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:23:51,313235,local,local,VVR_2,dcfd592,B,3,27,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:51,313235,local,local,VVR_2,dcfd592,B,3,27,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:51,313237,local,local,VVR_2,dcfd592,B,3,27,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:52,314599,local,local,VVR_2,dcfd592,B,3,27,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:23:52,314739,local,local,VVR_2,dcfd592,B,3,28,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:23:52,314740,local,local,VVR_2,dcfd592,B,3,28,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:23:52,314742,local,local,VVR_2,dcfd592,B,3,28,key release,37,leftarrow key released
'00001',y,30-07-2020,12:23:55,NA,local,local,VVR_2,dcfd592,B,3,28,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:23:55,317245,local,local,VVR_2,dcfd592,B,3,29,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:55,317245,local,local,VVR_2,dcfd592,B,3,29,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:55,317246,local,local,VVR_2,dcfd592,B,3,29,key release,39,rightarrow key released
'00001',y,30-07-2020,12:23:56,318600,local,local,VVR_2,dcfd592,B,3,29,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:23:56,318749,local,local,VVR_2,dcfd592,B,3,30,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:23:56,318749,local,local,VVR_2,dcfd592,B,3,30,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:23:56,318751,local,local,VVR_2,dcfd592,B,3,30,key release,37,leftarrow key released
'00001',y,30-07-2020,12:23:59,321101,local,local,VVR_2,dcfd592,B,3,30,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:23:59,321255,local,local,VVR_2,dcfd592,B,3,31,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:23:59,321255,local,local,VVR_2,dcfd592,B,3,31,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:23:59,321256,local,local,VVR_2,dcfd592,B,3,31,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:01,NA,local,local,VVR_2,dcfd592,B,3,31,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:01,323761,local,local,VVR_2,dcfd592,B,3,32,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:01,323761,local,local,VVR_2,dcfd592,B,3,32,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:01,323762,local,local,VVR_2,dcfd592,B,3,32,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:03,325103,local,local,VVR_2,dcfd592,B,3,32,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:24:03,325265,local,local,VVR_2,dcfd592,B,3,33,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:03,325265,local,local,VVR_2,dcfd592,B,3,33,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:03,325269,local,local,VVR_2,dcfd592,B,3,33,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:05,327603,local,local,VVR_2,dcfd592,B,3,33,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:24:05,327773,local,local,VVR_2,dcfd592,B,3,34,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:05,327773,local,local,VVR_2,dcfd592,B,3,34,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:05,327775,local,local,VVR_2,dcfd592,B,3,34,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:08,NA,local,local,VVR_2,dcfd592,B,3,34,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:08,330280,local,local,VVR_2,dcfd592,B,3,35,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:08,330280,local,local,VVR_2,dcfd592,B,3,35,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:08,330283,local,local,VVR_2,dcfd592,B,3,35,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:09,331604,local,local,VVR_2,dcfd592,B,3,35,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:24:09,331786,local,local,VVR_2,dcfd592,B,3,36,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:09,331787,local,local,VVR_2,dcfd592,B,3,36,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:09,331789,local,local,VVR_2,dcfd592,B,3,36,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:12,NA,local,local,VVR_2,dcfd592,B,3,36,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:12,334292,local,local,VVR_2,dcfd592,B,3,37,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:12,334292,local,local,VVR_2,dcfd592,B,3,37,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:12,334294,local,local,VVR_2,dcfd592,B,3,37,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:13,NA,local,local,VVR_2,dcfd592,B,3,37,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:13,335798,local,local,VVR_2,dcfd592,B,3,38,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:13,335798,local,local,VVR_2,dcfd592,B,3,38,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:13,335801,local,local,VVR_2,dcfd592,B,3,38,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:15,NA,local,local,VVR_2,dcfd592,B,3,38,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:15,337306,local,local,VVR_2,dcfd592,B,3,39,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:15,337306,local,local,VVR_2,dcfd592,B,3,39,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:15,337308,local,local,VVR_2,dcfd592,B,3,39,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:16,NA,local,local,VVR_2,dcfd592,B,3,39,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:16,338810,local,local,VVR_2,dcfd592,B,3,40,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:16,338810,local,local,VVR_2,dcfd592,B,3,40,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:16,338811,local,local,VVR_2,dcfd592,B,3,40,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:18,340107,local,local,VVR_2,dcfd592,B,3,40,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:24:18,340315,local,local,VVR_2,dcfd592,B,3,41,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:18,340315,local,local,VVR_2,dcfd592,B,3,41,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:18,340318,local,local,VVR_2,dcfd592,B,3,41,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:20,NA,local,local,VVR_2,dcfd592,B,3,41,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:20,342824,local,local,VVR_2,dcfd592,B,3,42,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:20,342825,local,local,VVR_2,dcfd592,B,3,42,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:20,342827,local,local,VVR_2,dcfd592,B,3,42,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:22,NA,local,local,VVR_2,dcfd592,B,3,42,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:22,344330,local,local,VVR_2,dcfd592,B,3,43,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:22,344331,local,local,VVR_2,dcfd592,B,3,43,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:22,344333,local,local,VVR_2,dcfd592,B,3,43,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:23,NA,local,local,VVR_2,dcfd592,B,3,43,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:24,345837,local,local,VVR_2,dcfd592,B,3,44,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:24,345837,local,local,VVR_2,dcfd592,B,3,44,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:24,345840,local,local,VVR_2,dcfd592,B,3,44,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:25,347108,local,local,VVR_2,dcfd592,B,3,44,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:24:25,347343,local,local,VVR_2,dcfd592,B,3,45,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:25,347344,local,local,VVR_2,dcfd592,B,3,45,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:25,347347,local,local,VVR_2,dcfd592,B,3,45,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:27,349609,local,local,VVR_2,dcfd592,B,3,45,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:24:28,349850,local,local,VVR_2,dcfd592,B,3,46,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:28,349851,local,local,VVR_2,dcfd592,B,3,46,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:28,349852,local,local,VVR_2,dcfd592,B,3,46,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:30,352110,local,local,VVR_2,dcfd592,B,3,46,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:24:30,352356,local,local,VVR_2,dcfd592,B,3,47,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:30,352356,local,local,VVR_2,dcfd592,B,3,47,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:30,352359,local,local,VVR_2,dcfd592,B,3,47,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:32,NA,local,local,VVR_2,dcfd592,B,3,47,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:33,354862,local,local,VVR_2,dcfd592,B,3,48,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:33,354862,local,local,VVR_2,dcfd592,B,3,48,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:33,354865,local,local,VVR_2,dcfd592,B,3,48,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:34,356111,local,local,VVR_2,dcfd592,B,3,48,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:24:34,356368,local,local,VVR_2,dcfd592,B,3,49,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:34,356369,local,local,VVR_2,dcfd592,B,3,49,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:34,356371,local,local,VVR_2,dcfd592,B,3,49,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:36,358612,local,local,VVR_2,dcfd592,B,3,49,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:24:37,358873,local,local,VVR_2,dcfd592,B,3,50,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:37,358874,local,local,VVR_2,dcfd592,B,3,50,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:37,358875,local,local,VVR_2,dcfd592,B,3,50,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:39,361113,local,local,VVR_2,dcfd592,B,3,50,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:24:39,361378,local,local,VVR_2,dcfd592,B,3,51,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:39,361378,local,local,VVR_2,dcfd592,B,3,51,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:39,361381,local,local,VVR_2,dcfd592,B,3,51,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:41,NA,local,local,VVR_2,dcfd592,B,3,51,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:42,363885,local,local,VVR_2,dcfd592,B,3,52,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:42,363885,local,local,VVR_2,dcfd592,B,3,52,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:42,363887,local,local,VVR_2,dcfd592,B,3,52,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:43,NA,local,local,VVR_2,dcfd592,B,3,52,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:43,365390,local,local,VVR_2,dcfd592,B,3,53,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:43,365390,local,local,VVR_2,dcfd592,B,3,53,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:43,365391,local,local,VVR_2,dcfd592,B,3,53,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:44,NA,local,local,VVR_2,dcfd592,B,3,53,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:45,366894,local,local,VVR_2,dcfd592,B,3,54,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:45,366894,local,local,VVR_2,dcfd592,B,3,54,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:45,366897,local,local,VVR_2,dcfd592,B,3,54,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:46,NA,local,local,VVR_2,dcfd592,B,3,54,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:46,368399,local,local,VVR_2,dcfd592,B,3,55,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:46,368399,local,local,VVR_2,dcfd592,B,3,55,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:46,368402,local,local,VVR_2,dcfd592,B,3,55,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:47,369615,local,local,VVR_2,dcfd592,B,3,55,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:24:48,369906,local,local,VVR_2,dcfd592,B,3,56,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:48,369907,local,local,VVR_2,dcfd592,B,3,56,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:48,369909,local,local,VVR_2,dcfd592,B,3,56,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:50,NA,local,local,VVR_2,dcfd592,B,3,56,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:50,372412,local,local,VVR_2,dcfd592,B,3,57,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:50,372413,local,local,VVR_2,dcfd592,B,3,57,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:24:50,372416,local,local,VVR_2,dcfd592,B,3,57,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:51,NA,local,local,VVR_2,dcfd592,B,3,57,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:52,373920,local,local,VVR_2,dcfd592,B,3,58,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:52,373920,local,local,VVR_2,dcfd592,B,3,58,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:52,373922,local,local,VVR_2,dcfd592,B,3,58,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:53,NA,local,local,VVR_2,dcfd592,B,3,58,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:53,375425,local,local,VVR_2,dcfd592,B,3,59,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:53,375425,local,local,VVR_2,dcfd592,B,3,59,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:53,375431,local,local,VVR_2,dcfd592,B,3,59,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:54,NA,local,local,VVR_2,dcfd592,B,3,59,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:55,376936,local,local,VVR_2,dcfd592,B,3,60,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:24:55,376936,local,local,VVR_2,dcfd592,B,3,60,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:24:55,376938,local,local,VVR_2,dcfd592,B,3,60,key release,39,rightarrow key released
'00001',y,30-07-2020,12:24:56,NA,local,local,VVR_2,dcfd592,B,3,60,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:24:56,378139,local,local,VVR_2,dcfd592,B,3,NA,question appears,question 1(a) appears,VVR_2 text appears
'00001',y,30-07-2020,12:24:58,380448,local,local,VVR_2,dcfd592,B,3,NA,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:24:58,380450,local,local,VVR_2,dcfd592,B,3,NA,question appears,question 1(b) appears,VVR_2 text appears
'00001',y,30-07-2020,12:24:58,380452,local,local,VVR_2,dcfd592,B,3,NA,key release,37,leftarrow key released
'00001',y,30-07-2020,12:24:58,380463,local,local,VVR_2,dcfd592,B,3,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:24:58,380478,local,local,VVR_2,dcfd592,B,3,NA,VAS answer has been made,2.59,2.59 answer has been made
'00001',y,30-07-2020,12:24:58,380478,local,local,VVR_2,dcfd592,B,3,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:24:59,380994,local,local,VVR_2,dcfd592,B,NA,NA,text appears,correct_text,Correct! text appears
'00001',y,30-07-2020,12:25:00,382016,local,local,VVR_2,dcfd592,B,3,NA,question appears,question 2(a) appears,VVR_2 text appears
'00001',y,30-07-2020,12:25:01,383051,local,local,VVR_2,dcfd592,B,3,NA,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:01,383054,local,local,VVR_2,dcfd592,B,3,NA,question appears,question 2(b) appears,VVR_2 text appears
'00001',y,30-07-2020,12:25:01,383057,local,local,VVR_2,dcfd592,B,3,NA,key release,39,rightarrow key released
'00001',y,30-07-2020,12:25:01,383078,local,local,VVR_2,dcfd592,B,3,NA,key press,1,left_mouse key pressed
'00001',y,30-07-2020,12:25:01,383094,local,local,VVR_2,dcfd592,B,3,NA,VAS answer has been made,3.99,3.99 answer has been made
'00001',y,30-07-2020,12:25:01,383094,local,local,VVR_2,dcfd592,B,3,NA,key release,1,left_mouse key released
'00001',y,30-07-2020,12:25:01,383610,local,local,VVR_2,dcfd592,B,NA,NA,text appears,correct_text,Correct! text appears
'00001',y,30-07-2020,12:25:02,384633,local,local,VVR_2,dcfd592,B,4,1,image appears,/static/images/vending_machine.svg,blank vending machine appears
'00001',y,30-07-2020,12:25:02,384660,local,local,VVR_2,dcfd592,B,4,1,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:25:02,384660,local,local,VVR_2,dcfd592,B,4,1,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:25:02,384661,local,local,VVR_2,dcfd592,B,4,1,key release,37,leftarrow key released
'00001',y,30-07-2020,12:25:04,386134,local,local,VVR_2,dcfd592,B,4,1,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:25:04,386163,local,local,VVR_2,dcfd592,B,4,2,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:04,386163,local,local,VVR_2,dcfd592,B,4,2,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:25:04,386164,local,local,VVR_2,dcfd592,B,4,2,key release,39,rightarrow key released
'00001',y,30-07-2020,12:25:06,NA,local,local,VVR_2,dcfd592,B,4,2,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:25:06,388668,local,local,VVR_2,dcfd592,B,4,3,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:06,388669,local,local,VVR_2,dcfd592,B,4,3,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:25:06,388672,local,local,VVR_2,dcfd592,B,4,3,key release,39,rightarrow key released
'00001',y,30-07-2020,12:25:08,390136,local,local,VVR_2,dcfd592,B,4,3,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:25:08,390178,local,local,VVR_2,dcfd592,B,4,4,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:08,390178,local,local,VVR_2,dcfd592,B,4,4,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:25:08,390180,local,local,VVR_2,dcfd592,B,4,4,key release,39,rightarrow key released
'00001',y,30-07-2020,12:25:10,NA,local,local,VVR_2,dcfd592,B,4,4,no outcome,no outcome,no outcome
'00001',y,30-07-2020,12:25:10,392683,local,local,VVR_2,dcfd592,B,4,5,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:10,392683,local,local,VVR_2,dcfd592,B,4,5,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:25:10,392685,local,local,VVR_2,dcfd592,B,4,5,key release,39,rightarrow key released
'00001',y,30-07-2020,12:25:12,394137,local,local,VVR_2,dcfd592,B,4,5,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:25:12,394188,local,local,VVR_2,dcfd592,B,4,6,key press,37,leftarrow key pressed
'00001',y,30-07-2020,12:25:12,394189,local,local,VVR_2,dcfd592,B,4,6,left tilt,"-5%, -15deg","vending machine was tilted left -5%, -15deg"
'00001',y,30-07-2020,12:25:12,394190,local,local,VVR_2,dcfd592,B,4,6,key release,37,leftarrow key released
'00001',y,30-07-2020,12:25:14,396637,local,local,VVR_2,dcfd592,B,4,6,image appears,/static/images/BBQ.png,BBQ image appears
'00001',y,30-07-2020,12:25:14,396694,local,local,VVR_2,dcfd592,B,4,7,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:14,396694,local,local,VVR_2,dcfd592,B,4,7,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:25:14,396695,local,local,VVR_2,dcfd592,B,4,7,key release,39,rightarrow key released
'00001',y,30-07-2020,12:25:17,399138,local,local,VVR_2,dcfd592,B,4,7,image appears,/static/images/MM.png,MM image appears
'00001',y,30-07-2020,12:25:17,399198,local,local,VVR_2,dcfd592,B,4,8,key press,39,rightarrow key pressed
'00001',y,30-07-2020,12:25:17,399198,local,local,VVR_2,dcfd592,B,4,8,right tilt,"5%, 15deg","vending machine was tilted right 5%, 15deg"
'00001',y,30-07-2020,12:25:17,399199,local,local,VVR_2,dcfd592,B,4,8,key release,39,rightarrow key released
